Number_x,Layer,Ml_Average_Probability,Motif_ID,Ratio,Match_Count,Rank,Frequent_score,Total,Accession
41,motif_2,0.6207492257065429,41_motif_2,0.12195121951219512,36,4,0.12215320910973085,0.8648536543284688,NC_002371
42,motif_2,0.6207902966742253,42_motif_2,0.11904761904761904,36,4,0.12215320910973085,0.8619911248315751,NC_002371
43,motif_2,0.6220061138796605,43_motif_2,0.11627906976744186,36,4,0.12215320910973085,0.8604383927568332,NC_002371
44,motif_2,0.6230777599429286,44_motif_2,0.11235955056179775,36,4,0.12215320910973085,0.8575905196144571,NC_002371
45,motif_2,0.6235783509700178,45_motif_2,0.1111111111111111,36,4,0.12215320910973085,0.8568426711908597,NC_002371
46,motif_2,0.6568897849462363,46_motif_2,0.10752688172043011,40,4,0.12215320910973085,0.8865698757763972,NC_002371
47,motif_2,0.6319105243161094,47_motif_2,0.10638297872340426,35,4,0.12215320910973085,0.8604467121492445,NC_002371
48,motif_3,0.6307455209806695,48_motif_3,0.09900990099009901,35,4,0.12215320910973085,0.8519086310804993,NC_002371
49,motif_3,0.6284397878198899,49_motif_3,0.10204081632653061,35,4,0.12215320910973085,0.8526338132561513,NC_002371
50,motif_3,0.6293482341269842,50_motif_3,0.1,35,4,0.12215320910973085,0.851501443236715,NC_002371
51,motif_1,0.3990230830521185,51_motif_1,0.03937007874015748,49,2,0.15113871635610765,0.5895318781483836,NC_002371
52,motif_3,0.6923058226495725,52_motif_3,0.11538461538461539,9,4,0.12215320910973085,0.9298436471439188,NC_002371
53,motif_1,0.4120544569617556,53_motif_1,0.04697986577181208,48,2,0.15113871635610765,0.6101730390896754,NC_002371
54,motif_3,0.6429647005772005,54_motif_3,0.1,0,44,0.002070393374741201,0.7450350939519417,NC_002371
55,motif_3,0.6835296010296007,55_motif_3,0.07207207207207207,4,4,0.12215320910973085,0.8777548822114036,NC_002371
56,motif_3,0.6766340880102041,56_motif_3,0.07142857142857142,7,4,0.12215320910973085,0.8702158685485063,NC_002371
57,motif_3,0.684249098124098,57_motif_3,0.06611570247933884,6,4,0.12215320910973085,0.8725180097131676,NC_002371
58,motif_3,0.6863519500248014,58_motif_3,0.0625,6,4,0.12215320910973085,0.8710051591345322,NC_002371
59,motif_3,0.6869743437118435,59_motif_3,0.06153846153846154,6,4,0.12215320910973085,0.8706660143600359,NC_002371
60,motif_3,0.6952548445767194,60_motif_3,0.08333333333333333,9,4,0.12215320910973085,0.9007413870197836,NC_002371
61,motif_3,0.6978407814407813,61_motif_3,0.1076923076923077,9,4,0.12215320910973085,0.9276862982428198,NC_002371
62,motif_3,0.697706099237595,62_motif_3,0.09448818897637795,9,4,0.12215320910973085,0.9143474973237038,NC_002371
63,motif_3,0.6549509280089989,63_motif_3,0.06299212598425197,0,42,0.002070393374741201,0.7200134473679921,NC_002371
64,motif_3,0.675302021329365,64_motif_3,0.078125,6,4,0.12215320910973085,0.8755802304390958,NC_002371
65,motif_3,0.6933284584253125,65_motif_3,0.07947019867549669,7,4,0.12215320910973085,0.89495186621054,NC_002371
66,motif_3,0.7035498461289278,66_motif_3,0.061224489795918366,9,4,0.12215320910973085,0.8869275450345769,NC_002371
67,motif_3,0.7030299249836921,67_motif_3,0.06164383561643835,9,4,0.12215320910973085,0.8868269697098613,NC_002371
68,motif_3,0.7026960809871393,68_motif_3,0.051094890510948905,9,4,0.12215320910973085,0.8759441806078191,NC_002371
69,motif_3,0.6879416177429876,69_motif_3,0.06164383561643835,5,4,0.12215320910973085,0.8717386624691568,NC_002371
70,motif_3,0.676489000745712,70_motif_3,0.06711409395973154,9,4,0.12215320910973085,0.8657563038151744,NC_002371
71,motif_3,0.6768596162209175,71_motif_3,0.06164383561643835,3,4,0.12215320910973085,0.8606566609470867,NC_002371
72,motif_3,0.6711641194766195,72_motif_3,0.08108108108108109,7,4,0.12215320910973085,0.8743984096674313,NC_002371
73,motif_3,0.6715349260708848,73_motif_3,0.0684931506849315,7,4,0.12215320910973085,0.8621812858655471,NC_002371
74,motif_3,0.6678604070660521,74_motif_3,0.07741935483870968,7,4,0.12215320910973085,0.8674329710144926,NC_002371
75,motif_2,0.4745141292024056,75_motif_2,0.09006211180124224,38,5,0.08902691511387163,0.6536031561175195,NC_002371
76,motif_2,0.47287332025613277,76_motif_2,0.12215909090909091,38,5,0.08902691511387163,0.6840593262790953,NC_002371
77,motif_3,0.6588324958771385,77_motif_3,0.08441558441558442,1,24,0.004140786749482402,0.7473888670422053,NC_002371
78,motif_3,0.6565827343516022,78_motif_3,0.08176100628930817,1,24,0.004140786749482402,0.7424845273903927,NC_002371
79,motif_2,0.4768078256828257,79_motif_2,0.1021021021021021,36,5,0.08902691511387163,0.6679368428987994,NC_002371
80,motif_3,0.6392233436853001,80_motif_3,0.10559006211180125,0,38,0.002070393374741201,0.7468837991718426,NC_002371
81,motif_2,0.4336395137468757,81_motif_2,0.1983640081799591,4,5,0.08902691511387163,0.7210304370407065,NC_002371
82,motif_2,0.4161785869903517,82_motif_2,0.1627450980392157,30,5,0.08902691511387163,0.667950600143439,NC_002371
83,motif_2,0.4295630119642432,83_motif_2,0.16916488222698073,4,5,0.08902691511387163,0.6877548093050956,NC_002371
84,motif_1,0.4671691891489247,84_motif_1,0.1689419795221843,35,5,0.08902691511387163,0.7251380837849806,NC_002371
85,motif_1,0.4665182688154628,85_motif_1,0.1683673469387755,35,5,0.08902691511387163,0.7239125308681099,NC_002371
86,motif_1,0.4665256751449158,86_motif_1,0.1689419795221843,35,5,0.08902691511387163,0.7244945697809717,NC_002371
87,motif_1,0.4668603215442838,87_motif_1,0.17495711835334476,35,5,0.08902691511387163,0.7308443550115002,NC_002371
88,motif_1,0.4673893493688716,88_motif_1,0.17406143344709898,35,5,0.08902691511387163,0.7304776979298422,NC_002371
89,motif_1,0.46767393391200884,89_motif_1,0.17206132879045996,35,5,0.08902691511387163,0.7287621778163405,NC_002371
90,motif_2,0.5248274504185335,90_motif_2,0.087527352297593,51,2,0.15113871635610765,0.7634935190722342,NC_002371
91,motif_3,0.5277574755491421,91_motif_3,0.06734006734006734,42,2,0.15113871635610765,0.7462362592453171,NC_002371
92,motif_3,0.4849776326632985,92_motif_3,0.056433408577878104,23,2,0.15113871635610765,0.6925497575972843,NC_002371
93,motif_3,0.5515305312601231,93_motif_3,0.061224489795918366,3,2,0.15113871635610765,0.763893737412149,NC_002371
94,motif_3,0.5405289760348584,94_motif_3,0.054901960784313725,10,2,0.15113871635610765,0.7465696531752798,NC_002371
95,motif_3,0.5093595909645908,95_motif_3,0.036923076923076927,19,2,0.15113871635610765,0.6974213842437754,NC_002371
96,motif_3,0.5029358289827558,96_motif_3,0.03322259136212625,19,2,0.15113871635610765,0.6872971367009897,NC_002371
97,motif_2,0.4923990769352666,97_motif_2,0.06988352745424292,27,2,0.15113871635610765,0.7134213207456171,NC_002371
98,motif_2,0.48960073998993026,98_motif_2,0.06343906510851419,29,2,0.15113871635610765,0.7041785214545521,NC_002371
99,motif_2,0.4940514163717288,99_motif_2,0.0625,27,2,0.15113871635610765,0.7076901327278364,NC_002371
100,motif_2,0.49773362489265627,100_motif_2,0.06806282722513089,16,2,0.15113871635610765,0.7169351684738948,NC_002371
101,motif_2,0.481017705531825,101_motif_2,0.05647840531561462,30,2,0.15113871635610765,0.6886348272035473,NC_002371
102,motif_1,0.3718275438647682,102_motif_1,0.014705882352941176,54,1,0.13250517598343686,0.5190386022011462,NC_002371
103,motif_1,0.3370218006639405,103_motif_1,0.0110803324099723,54,1,0.13250517598343686,0.48060730905734966,NC_002371
104,motif_1,0.34114822764041514,104_motif_1,0.01201923076923077,55,1,0.13250517598343686,0.4856726343930828,NC_002371
105,motif_1,0.3672014086511099,105_motif_1,0.01195219123505976,56,1,0.13250517598343686,0.5116587758696065,NC_002371
106,motif_1,0.38640814053608874,106_motif_1,0.003537735849056604,34,1,0.13250517598343686,0.5224510523685821,NC_002371
107,motif_1,0.3679092818202047,107_motif_1,0.009345794392523364,53,1,0.13250517598343686,0.5097602521961649,NC_002371
108,motif_1,0.36456112437019356,108_motif_1,0.0059665871121718375,48,1,0.13250517598343686,0.5030328874658023,NC_002371
109,motif_1,0.3336641311314708,109_motif_1,0.0035629453681710215,45,1,0.13250517598343686,0.4697322524830787,NC_002371
110,motif_1,0.3366635822510821,110_motif_1,0.006818181818181818,54,1,0.13250517598343686,0.4759869400527008,NC_002371
111,motif_1,0.4293271128271128,111_motif_1,0.00563063063063063,52,1,0.13250517598343686,0.5674629194411802,NC_002371
112,motif_1,0.3288422552614795,112_motif_1,0.008928571428571428,57,1,0.13250517598343686,0.4702760026734878,NC_002371
113,motif_1,0.33734224215128517,113_motif_1,0.0055309734513274336,54,1,0.13250517598343686,0.47537839158604944,NC_002371
114,motif_1,0.3420884024296853,114_motif_1,0.0043859649122807015,57,1,0.13250517598343686,0.4789795433254029,NC_002371
115,motif_1,0.3730142494429764,115_motif_1,0.006528835690968444,58,1,0.13250517598343686,0.5120482611173818,NC_002371
116,motif_1,0.37184240546470576,116_motif_1,0.0064794816414686825,54,1,0.13250517598343686,0.5108270630896112,NC_002371
117,motif_1,0.34055730201171375,117_motif_1,0.0074866310160427805,57,1,0.13250517598343686,0.4805491090111934,NC_002371
118,motif_1,0.3409997078457088,118_motif_1,0.009533898305084746,57,1,0.13250517598343686,0.4830387821342304,NC_002371
119,motif_1,0.37730521792050165,119_motif_1,0.012605042016806723,57,1,0.13250517598343686,0.5224154359207452,NC_002371
120,motif_1,0.34333610491071426,120_motif_1,0.009375,57,1,0.13250517598343686,0.48521628089415114,NC_002371
121,motif_1,0.369324492899777,121_motif_1,0.008264462809917356,55,1,0.13250517598343686,0.5100941316931311,NC_002371
122,motif_1,0.33846810556531354,122_motif_1,0.011270491803278689,57,1,0.13250517598343686,0.4822437733520291,NC_002371
123,motif_1,0.3395070291327912,123_motif_1,0.01016260162601626,54,1,0.13250517598343686,0.4821748067422443,NC_002371
124,motif_1,0.3735480210733488,124_motif_1,0.014112903225806451,58,1,0.13250517598343686,0.5201661002825921,NC_002371
125,motif_1,0.374835753968254,125_motif_1,0.014,58,1,0.13250517598343686,0.5213409299516909,NC_002371
126,motif_1,0.374835753968254,126_motif_1,0.014,58,1,0.13250517598343686,0.5213409299516909,NC_002371
127,motif_1,0.44133951190476195,127_motif_1,0.007,52,1,0.13250517598343686,0.5808446878881988,NC_002371
128,motif_1,0.33989035119047617,128_motif_1,0.012,57,1,0.13250517598343686,0.48439552717391304,NC_002371
129,motif_1,0.3310535992063492,129_motif_1,0.014,57,1,0.13250517598343686,0.47755877518978607,NC_002371
130,motif_1,0.33121925396825386,130_motif_1,0.014,58,1,0.13250517598343686,0.47772442995169073,NC_002371
131,motif_1,0.33263079960317454,131_motif_1,0.015,57,1,0.13250517598343686,0.4801359755866114,NC_002371
132,motif_1,0.3313218829365078,132_motif_1,0.014,57,1,0.13250517598343686,0.4778270589199447,NC_002371
133,motif_1,0.33833796428571417,133_motif_1,0.012,53,1,0.13250517598343686,0.48284314026915104,NC_002371
134,motif_1,0.36287793849206346,134_motif_1,0.009,50,1,0.13250517598343686,0.5043831144755003,NC_002371
135,motif_1,0.37035790079365083,135_motif_1,0.015,57,1,0.13250517598343686,0.5178630767770878,NC_002371
136,motif_1,0.3215268809523809,136_motif_1,0.01,40,1,0.13250517598343686,0.4640320569358178,NC_002371
137,motif_1,0.327889367063492,137_motif_1,0.012,57,1,0.13250517598343686,0.47239454304692885,NC_002371
138,motif_1,0.3697636944444445,138_motif_1,0.013,57,1,0.13250517598343686,0.5152688704278814,NC_002371
139,motif_1,0.32921160119047616,139_motif_1,0.012,57,1,0.13250517598343686,0.47371677717391303,NC_002371
140,motif_1,0.37224141865079374,140_motif_1,0.014,57,1,0.13250517598343686,0.5187465946342307,NC_002371
141,motif_2,0.3862820488203552,141_motif_2,0.026054590570719603,7,1,0.13250517598343686,0.5448418153745117,NC_002371
142,motif_3,0.3618934926043103,142_motif_3,0.015332197614991482,4,1,0.13250517598343686,0.5097308662027387,NC_002371
143,motif_1,0.3721138452380953,143_motif_1,0.014,57,1,0.13250517598343686,0.5186190212215323,NC_002371
144,motif_1,0.4270254801587302,144_motif_1,0.005,42,1,0.13250517598343686,0.564530656142167,NC_002371
145,motif_1,0.3721953531746033,145_motif_1,0.012,55,1,0.13250517598343686,0.5167005291580402,NC_002371
146,motif_1,0.33027372817460315,146_motif_1,0.011,55,1,0.13250517598343686,0.47377890415804,NC_002371
147,motif_3,0.35865893236275403,147_motif_3,0.014331210191082803,4,1,0.13250517598343686,0.5054953185372737,NC_002371
148,motif_1,0.33027372817460315,148_motif_1,0.011,55,1,0.13250517598343686,0.47377890415804,NC_002371
149,motif_1,0.32128759609674673,149_motif_1,0.008088978766430738,36,1,0.13250517598343686,0.4618817508466143,NC_002371
150,motif_1,0.33094658134920635,150_motif_1,0.009,55,1,0.13250517598343686,0.4724517573326432,NC_002371
151,motif_1,0.3707912400793651,151_motif_1,0.007,47,1,0.13250517598343686,0.510296416062802,NC_002371
152,motif_1,0.3707912400793651,152_motif_1,0.007,47,1,0.13250517598343686,0.510296416062802,NC_002371
153,motif_1,0.3707912400793651,153_motif_1,0.007,47,1,0.13250517598343686,0.510296416062802,NC_002371
154,motif_1,0.3319597440476189,154_motif_1,0.013,57,1,0.13250517598343686,0.4774649200310558,NC_002371
155,motif_1,0.3319597440476189,155_motif_1,0.013,57,1,0.13250517598343686,0.4774649200310558,NC_002371
156,motif_1,0.3319597440476189,156_motif_1,0.013,57,1,0.13250517598343686,0.4774649200310558,NC_002371
157,motif_3,0.6673865357142856,157_motif_3,0.363,0,58,0.002070393374741201,1.0324569290890269,NC_002371
158,motif_1,0.3317653333333332,158_motif_1,0.014,57,1,0.13250517598343686,0.47827050931677006,NC_002371
159,motif_3,0.6683928491504019,159_motif_3,0.3081570996978852,0,57,0.002070393374741201,0.9786203422230283,NC_002371
160,motif_1,0.3210695833333333,160_motif_1,0.006,30,1,0.13250517598343686,0.45957475931677017,NC_002371
161,motif_1,0.3649907857142857,161_motif_1,0.013,51,1,0.13250517598343686,0.5104959616977226,NC_002371
